episode_id,failure_mode,service,elapsed_s,timestamp,p50_latency_ms,p99_latency_ms,heap_mb,gc_pause_ms,error_rate,cache_miss_rate,db_p99_ms,cpu_pct,queue_lag,retry_rate,rps
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,88,1700147487,85.1,94.8,483.5,20.16,0.0134,0.0472,25.8,34.3,0,0.0026,183.36
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,90,1700147489,94.8,94.9,479.3,2.78,0.01,0.1092,26.4,31.4,14,0.05,197.26
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,92,1700147491,77.3,85.8,532.1,4.62,0.0104,0.01,19.5,38.2,3,0.0004,191.8
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,94,1700147493,102.0,89.8,524.5,2.0,0.0149,0.12,19.4,35.3,13,0.0438,218.92
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,96,1700147495,75.1,92.1,485.6,2.0,0.0141,0.12,15.2,42.7,3,0.0112,197.25
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,98,1700147497,91.4,84.8,520.5,6.34,0.0069,0.024,11.7,36.6,1,0.0045,185.66
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,100,1700147499,97.2,92.3,494.0,2.0,0.0339,0.0308,19.5,32.9,6,0.05,200.65
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,102,1700147501,88.1,94.7,488.7,31.09,0.0086,0.12,22.7,37.4,13,0.0045,200.49
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,104,1700147503,85.7,101.7,497.0,7.53,0.0205,0.12,22.4,32.3,4,0.007,176.17
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,106,1700147505,86.2,106.3,548.0,39.03,0.016,0.0942,21.3,32.9,4,0.05,184.72
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,108,1700147507,85.8,93.6,503.2,2.65,0.0098,0.01,22.8,33.0,8,0.0059,197.16
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,110,1700147509,97.6,85.6,514.2,24.99,0.0042,0.0695,22.9,35.5,6,0.0187,211.59
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,112,1700147511,77.5,82.2,544.4,11.7,0.0061,0.0172,23.8,33.6,8,0.0003,209.73
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,114,1700147513,91.6,76.5,523.0,24.25,0.0024,0.01,15.2,37.5,13,0.0037,221.2
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,116,1700147515,93.1,200.0,517.0,159.68,0.0248,0.0534,35.4,29.4,4,0.0082,178.55
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,118,1700147517,83.3,105.8,502.7,3.31,0.0069,0.1047,22.0,38.5,7,0.0014,195.93
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,120,1700147519,99.0,93.6,518.6,4.03,0.0105,0.01,18.3,38.6,0,0.0037,214.31
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,122,1700147521,88.7,100.6,516.1,9.87,0.021,0.0706,23.5,37.7,6,0.004,211.36
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,124,1700147523,87.1,100.1,473.5,10.23,0.0178,0.1069,15.6,33.6,14,0.0253,194.97
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,126,1700147525,97.2,84.0,514.3,7.58,0.0083,0.1023,21.8,42.1,4,0.0286,230.55
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,128,1700147527,86.7,93.0,543.7,3.05,0.0099,0.0492,24.6,30.9,1,0.0065,223.35
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,130,1700147529,76.3,103.1,515.7,9.06,0.0151,0.01,18.8,37.8,13,0.0017,212.26
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,132,1700147531,90.9,101.2,543.9,40.0,0.0069,0.0299,13.6,35.6,13,0.0199,206.73
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,134,1700147533,84.0,85.5,528.1,10.11,0.0099,0.0144,24.1,41.8,10,0.0282,207.82
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,136,1700147535,97.8,375.4,520.4,280.49,0.0198,0.0184,8.8,30.5,2,0.0063,185.67
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,138,1700147537,91.4,94.1,518.0,2.36,0.0126,0.0807,18.3,34.3,3,0.0186,203.67
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,140,1700147539,78.3,77.0,538.5,23.33,0.0186,0.01,15.4,34.2,0,0.0086,224.61
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,142,1700147541,91.4,388.7,502.5,256.71,0.0576,0.0818,20.6,36.3,1,0.0144,191.37
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,144,1700147543,86.2,103.6,484.0,13.66,0.0037,0.01,14.3,34.7,10,0.0179,187.84
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,146,1700147545,101.0,92.3,520.0,2.71,0.0091,0.1087,12.4,34.7,1,0.0251,163.57
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,148,1700147547,87.8,75.9,487.3,11.63,0.0213,0.034,30.2,39.5,13,0.0054,215.08
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,150,1700147549,92.4,95.4,501.8,2.0,0.0103,0.0228,19.5,30.7,3,0.0189,182.03
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,152,1700147551,85.0,87.1,520.8,26.61,0.0061,0.01,22.9,35.5,14,0.0009,232.68
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,154,1700147553,100.2,90.4,496.0,12.79,0.0174,0.12,22.3,37.3,1,0.0165,226.73
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,156,1700147555,102.7,93.9,547.9,15.54,0.0052,0.12,20.8,34.8,11,0.0183,228.96
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,158,1700147557,110.2,101.7,515.0,8.12,0.0091,0.0145,15.5,38.9,13,0.05,196.03
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,160,1700147559,83.6,89.8,490.5,9.0,0.0055,0.1195,20.9,43.1,1,0.0077,202.6
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,162,1700147561,80.0,103.7,528.1,24.04,0.0223,0.0185,11.2,29.4,0,0.0129,229.31
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,164,1700147563,91.2,89.2,488.1,9.79,0.0169,0.12,19.5,29.8,11,0.0362,182.56
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,166,1700147565,87.8,89.0,480.6,2.0,0.0048,0.039,27.3,30.9,4,0.0342,181.29
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,168,1700147567,83.9,92.8,511.1,13.65,0.0124,0.0323,20.2,38.7,14,0.0041,188.46
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,170,1700147569,87.0,104.2,516.4,14.75,0.0058,0.0394,36.3,42.1,6,0.0134,184.36
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,172,1700147571,81.6,83.4,533.2,3.5,0.014,0.0749,42.1,41.7,2,0.0367,180.91
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,174,1700147573,92.9,92.3,487.0,2.42,0.0015,0.01,22.2,37.0,7,0.05,194.49
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,176,1700147575,103.4,101.3,534.9,3.07,0.0179,0.0477,17.6,32.1,3,0.0088,201.86
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,178,1700147577,85.8,103.6,505.1,5.66,0.0076,0.0585,21.5,38.6,3,0.018,212.65
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,180,1700147579,106.1,96.3,531.1,21.31,0.0072,0.0144,18.8,29.3,13,0.0121,168.85
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,182,1700147581,98.5,98.7,471.5,4.3,0.0054,0.0253,31.3,43.1,5,0.0083,212.06
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,184,1700147583,90.6,96.1,501.9,4.23,0.0109,0.12,20.0,36.1,12,0.05,207.27
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,186,1700147585,105.2,94.5,513.3,2.0,0.0137,0.069,28.1,27.2,0,0.0164,179.78
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,188,1700147587,73.0,95.2,501.5,10.29,0.0103,0.12,21.2,34.9,6,0.0013,211.3
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,190,1700147589,95.9,111.8,507.1,4.83,0.0059,0.0532,17.6,41.5,8,0.0014,171.96
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,192,1700147591,100.7,103.1,531.8,19.97,0.0119,0.01,22.5,33.8,12,0.0201,182.16
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,194,1700147593,73.1,92.0,498.9,12.65,0.0095,0.053,16.6,39.2,1,0.0253,186.15
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,196,1700147595,85.9,92.3,524.5,10.18,0.0025,0.1002,13.4,38.0,6,0.0072,197.59
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,198,1700147597,96.2,94.6,519.2,9.02,0.0228,0.12,22.4,38.0,12,0.0017,218.87
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,200,1700147599,79.2,95.6,517.2,18.37,0.0138,0.0202,20.9,44.8,10,0.05,201.93
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,202,1700147601,102.2,93.9,518.3,10.35,0.0156,0.0942,12.9,31.3,5,0.0067,183.08
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,204,1700147603,90.3,92.2,522.0,4.74,0.0092,0.0178,24.1,36.1,13,0.0347,218.7
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,206,1700147605,88.5,351.3,507.1,239.5,0.0253,0.1033,23.6,42.7,5,0.0222,212.08
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,208,1700147607,82.6,95.6,521.2,34.67,0.0141,0.12,10.0,31.6,8,0.0168,215.44
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,210,1700147609,92.0,99.3,549.0,16.0,0.0021,0.12,21.7,33.3,13,0.0219,194.32
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,212,1700147611,86.8,82.8,524.4,2.0,0.0091,0.01,29.0,36.7,10,0.0058,205.79
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,214,1700147613,80.8,80.8,513.9,10.08,0.0109,0.12,13.5,34.1,2,0.0014,198.74
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,216,1700147615,78.2,95.1,517.9,15.18,0.0044,0.0463,20.8,29.6,7,0.0048,233.23
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,218,1700147617,84.4,108.4,504.3,2.0,0.0038,0.0212,19.4,37.5,13,0.0068,205.08
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,220,1700147619,79.5,86.1,499.7,18.46,0.0118,0.12,18.1,36.7,3,0.05,189.47
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,222,1700147621,98.2,107.3,535.2,11.22,0.0158,0.0222,21.9,36.9,9,0.003,223.52
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,224,1700147623,97.3,101.2,481.5,5.13,0.0037,0.0505,17.2,32.9,10,0.05,197.11
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,226,1700147625,85.1,95.0,485.3,2.0,0.001,0.0455,20.1,31.7,12,0.0131,228.27
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,228,1700147627,90.9,102.4,522.8,11.54,0.0072,0.12,23.6,28.1,9,0.019,184.4
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,230,1700147629,96.9,95.3,524.2,30.42,0.0148,0.0716,30.3,37.0,7,0.05,192.89
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,232,1700147631,77.7,88.6,507.7,9.24,0.022,0.01,15.3,30.3,8,0.0396,218.21
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,234,1700147633,81.6,82.4,492.3,2.0,0.0032,0.01,12.6,34.7,6,0.0112,217.13
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,236,1700147635,87.2,412.9,496.2,300.43,0.0408,0.0628,11.7,35.0,9,0.0009,224.8
ep_00040_LATENCY_SPIKE,LATENCY_SPIKE,auth-service,238,1700147637,95.0,86.6,538.2,4.31,0.0302,0.071,18.2,36.1,3,0.0088,201.05
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,0,1700046248,77.4,95.2,490.5,18.95,0.0277,0.0294,19.4,36.4,14,0.0238,205.79
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,2,1700046250,90.5,106.4,511.7,4.83,0.0035,0.0497,13.3,40.5,11,0.0331,219.48
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,4,1700046252,85.0,101.3,480.2,4.76,0.0063,0.0181,15.2,38.6,13,0.05,181.93
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,6,1700046254,100.1,87.1,534.1,2.0,0.004,0.0749,16.9,29.4,2,0.0023,203.72
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,8,1700046256,72.8,90.7,512.0,8.0,0.0129,0.01,16.1,37.9,5,0.05,196.75
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,10,1700046258,86.3,87.5,516.3,5.81,0.0064,0.0461,19.1,29.3,9,0.0298,198.87
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,12,1700046260,86.3,91.4,500.1,3.6,0.0059,0.1053,38.3,33.7,0,0.05,199.11
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,14,1700046262,82.7,396.0,496.0,302.96,0.0146,0.0313,17.1,39.8,9,0.0175,178.24
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,16,1700046264,90.4,109.4,506.2,3.54,0.0136,0.1007,23.0,32.0,2,0.0119,182.68
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,18,1700046266,75.2,91.1,516.7,10.46,0.0138,0.12,27.8,35.0,8,0.0015,199.08
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,20,1700046268,82.2,97.7,511.8,2.0,0.0093,0.0263,14.7,35.2,2,0.0071,172.45
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,22,1700046270,84.2,97.6,512.6,21.13,0.0033,0.0946,16.6,36.5,1,0.0178,219.32
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,24,1700046272,92.2,91.5,499.5,18.0,0.0226,0.0484,19.8,38.5,2,0.0307,172.94
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,26,1700046274,91.2,94.3,521.6,2.0,0.0086,0.0182,31.4,33.2,6,0.0199,209.06
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,28,1700046276,85.5,90.8,498.9,2.0,0.0122,0.0622,34.6,37.2,9,0.0283,183.62
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,30,1700046278,94.3,93.3,473.9,7.73,0.022,0.01,15.6,33.7,3,0.0141,193.38
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,32,1700046280,89.2,121.1,520.6,40.0,0.0107,0.0323,23.4,32.4,5,0.0032,153.81
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,34,1700046282,87.9,105.2,499.5,12.69,0.0086,0.0236,22.3,33.7,5,0.0126,219.71
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,36,1700046284,85.3,90.7,502.8,8.5,0.0142,0.0848,13.2,36.0,4,0.0427,199.18
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,38,1700046286,88.4,98.3,512.3,7.48,0.0254,0.0174,20.4,28.3,7,0.0147,219.33
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,40,1700046288,100.5,99.3,505.9,10.51,0.0067,0.12,21.1,30.9,6,0.004,216.95
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,42,1700046290,92.8,109.2,526.4,7.34,0.001,0.0945,21.1,36.5,14,0.0168,179.96
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,44,1700046292,73.5,103.7,501.8,3.78,0.0087,0.01,15.9,43.2,3,0.05,226.18
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,46,1700046294,84.3,69.9,517.8,2.0,0.0027,0.0338,15.6,29.9,11,0.0375,200.29
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,48,1700046296,90.6,365.3,539.0,250.68,0.0217,0.0348,22.2,37.1,0,0.0008,189.76
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,50,1700046298,84.9,84.7,508.8,9.42,0.0059,0.0302,21.3,29.3,8,0.0223,204.34
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,52,1700046300,80.7,86.3,505.4,3.69,0.013,0.1065,29.2,37.0,12,0.0168,214.06
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,54,1700046302,78.0,101.2,531.4,2.0,0.0236,0.0829,16.0,38.5,12,0.0093,231.4
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,56,1700046304,94.0,82.8,505.3,21.79,0.0074,0.0193,17.3,41.1,14,0.0046,213.43
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,58,1700046306,90.2,97.1,490.2,2.0,0.0099,0.01,24.1,35.2,7,0.0212,220.89
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,60,1700046308,82.3,99.0,524.9,4.28,0.0065,0.01,21.7,42.4,8,0.0222,175.34
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,62,1700046310,97.2,98.1,521.4,10.88,0.0111,0.0442,18.8,39.1,8,0.0009,207.8
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,64,1700046312,88.5,379.6,518.2,328.9,0.0224,0.12,16.9,37.3,3,0.0119,211.5
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,66,1700046314,97.0,98.9,543.2,7.42,0.0127,0.01,28.7,41.7,0,0.0102,206.71
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,68,1700046316,87.1,102.7,485.3,5.41,0.0086,0.01,32.4,34.7,8,0.0009,211.98
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,70,1700046318,86.9,102.2,510.6,16.22,0.0196,0.0391,15.7,34.4,4,0.0295,161.42
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,72,1700046320,89.3,89.2,486.4,2.0,0.0026,0.0153,25.8,38.5,7,0.014,186.14
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,74,1700046322,96.7,100.5,492.0,26.69,0.011,0.0271,17.7,40.4,5,0.0011,255.55
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,76,1700046324,85.1,101.0,526.4,40.0,0.0096,0.0397,14.4,27.4,5,0.0025,219.68
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,78,1700046326,82.0,76.0,514.0,15.23,0.0207,0.01,22.8,36.4,2,0.0195,205.43
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,80,1700046328,84.9,84.0,515.0,21.11,0.0153,0.01,34.8,27.7,13,0.024,182.97
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,82,1700046330,89.1,275.0,523.5,183.18,0.0383,0.0859,20.9,37.1,14,0.0167,161.83
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,84,1700046332,93.1,100.5,512.4,11.72,0.0131,0.12,22.7,31.0,11,0.0287,193.74
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,86,1700046334,79.5,104.1,523.7,2.13,0.0034,0.0401,20.5,32.3,7,0.0352,163.09
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,88,1700046336,93.3,97.6,514.1,14.13,0.0169,0.0469,17.3,36.2,14,0.0001,164.6
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,90,1700046338,86.7,96.1,504.6,8.67,0.0067,0.0219,14.7,42.6,9,0.0147,237.33
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,92,1700046340,88.0,210.1,503.8,128.72,0.0457,0.0267,13.1,31.8,8,0.0105,200.16
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,94,1700046342,94.3,91.0,515.8,26.95,0.0131,0.01,14.0,33.9,9,0.05,193.18
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,96,1700046344,96.6,109.2,508.4,32.16,0.0019,0.1182,24.1,33.8,5,0.0017,220.83
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,98,1700046346,88.0,108.4,511.7,6.97,0.0118,0.0135,14.7,37.5,1,0.0012,209.47
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,100,1700046348,86.7,85.1,496.1,2.0,0.004,0.12,22.3,41.7,13,0.015,230.3
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,102,1700046350,95.8,98.9,525.6,20.16,0.0178,0.0387,21.3,31.6,9,0.0007,191.14
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,104,1700046352,77.7,104.9,495.5,18.13,0.01,0.0214,24.5,25.9,7,0.0394,194.72
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,106,1700046354,101.5,98.6,477.1,28.6,0.0415,0.01,23.3,44.7,8,0.0262,191.05
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,108,1700046356,97.5,488.6,513.4,396.09,0.0164,0.0283,19.8,28.7,0,0.0193,203.78
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,110,1700046358,82.8,102.3,496.5,10.46,0.0066,0.12,36.4,39.8,2,0.0209,250.38
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,112,1700046360,84.9,106.4,516.2,8.89,0.0171,0.0809,21.8,33.2,5,0.05,202.14
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,114,1700046362,74.1,115.0,563.0,11.64,0.0242,0.0139,19.5,32.9,2,0.0122,207.38
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,116,1700046364,91.2,91.8,513.1,26.1,0.0026,0.0961,21.3,28.9,3,0.0119,165.7
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,118,1700046366,94.0,96.4,511.8,40.0,0.0317,0.01,24.1,31.7,14,0.0473,183.97
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,120,1700046368,91.7,110.7,517.8,2.29,0.014,0.0356,28.4,41.4,0,0.0327,223.37
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,122,1700046370,108.5,90.2,494.7,6.26,0.0035,0.0284,18.2,46.0,10,0.008,210.7
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,124,1700046372,80.8,93.9,529.5,2.0,0.005,0.1059,18.3,34.3,11,0.0217,175.49
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,126,1700046374,74.4,87.6,505.2,40.0,0.0052,0.0571,20.4,40.3,6,0.0264,216.18
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,128,1700046376,91.1,290.2,488.7,247.84,0.0387,0.0895,16.6,34.6,12,0.045,154.94
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,130,1700046378,80.1,82.6,485.3,8.33,0.0039,0.12,16.6,29.8,6,0.05,197.32
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,132,1700046380,92.3,95.3,500.8,40.0,0.0042,0.0246,20.3,38.3,11,0.0088,205.95
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,134,1700046382,86.9,91.2,522.1,4.3,0.0088,0.0406,53.1,33.3,5,0.0049,202.73
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,136,1700046384,94.7,113.0,511.7,2.0,0.0044,0.01,32.6,35.0,12,0.0117,191.55
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,138,1700046386,81.4,99.1,537.7,2.0,0.002,0.12,19.9,36.4,1,0.0195,231.39
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,140,1700046388,95.9,106.5,492.4,21.99,0.0119,0.01,17.9,43.9,7,0.0021,205.55
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,142,1700046390,85.3,109.8,445.1,40.0,0.0074,0.0586,26.0,35.9,2,0.0068,194.59
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,144,1700046392,74.1,84.9,514.4,5.02,0.0042,0.0734,24.4,27.6,9,0.0132,198.31
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,146,1700046394,100.8,88.3,472.7,16.04,0.0224,0.0207,13.9,32.9,7,0.0335,237.13
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,148,1700046396,86.3,78.0,548.5,2.0,0.0095,0.0234,26.0,30.4,4,0.0408,199.98
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,150,1700046398,86.5,90.6,507.0,7.1,0.0091,0.033,35.6,37.3,6,0.005,225.81
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,152,1700046400,93.2,88.7,507.5,40.0,0.0018,0.0177,14.1,32.0,2,0.0118,197.32
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,154,1700046402,85.3,66.1,478.6,7.64,0.0159,0.0514,35.7,29.4,13,0.0075,188.72
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,156,1700046404,98.5,107.5,511.6,2.0,0.0083,0.01,27.9,28.9,8,0.0058,174.49
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,158,1700046406,83.7,102.7,521.8,11.77,0.0053,0.0872,20.0,32.0,14,0.05,208.6
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,160,1700046408,88.3,116.7,517.8,30.05,0.0029,0.12,23.8,43.1,0,0.0095,211.55
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,162,1700046410,89.3,97.5,509.9,21.92,0.0223,0.0804,17.8,38.2,13,0.0396,195.73
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,164,1700046412,73.7,95.8,502.8,5.43,0.0152,0.0273,21.5,33.0,6,0.0062,232.91
ep_00041_LATENCY_SPIKE,LATENCY_SPIKE,inventory-service,166,1700046414,84.0,112.4,504.1,4.91,0.0196,0.0489,20.4,40.0,0,0.05,207.11
